stateid,nid,year,statefip,suiWun,suiWMun,suiWFun,perc_empl_white,perc_empl_white_men,perc_empl_white_women,citi6016,inst6017_nom,gini,povertyrate,gdp,perc_snap,perc_college,single_person_hh,avg_hh_size,hfr,sexratio_mf,binge_drinking,population,logpop,popdensity,lpopdens,age_under_18,age_18_34,age_35_64,age_above_64,perc_white,perc_hispanic,suiWunl95,suiWunu95,suiWunse,suiWMun95l,suiWMun95u,suiWMunse,suiWFun95l,suiWFun95u,suiWFunse
Georgia,10,2003,13,14.4,23.3,5.4,65.099998,73.800003,56.5,39.217865,36.437519,45.16,11.9,47617,8.7002907,25.825274,10.27439,3.3483751,39.6,.97664183,13,8622793,15.969919,151.5417239294666,5.0208611,26.34290409088133,25.23772811889648,38.78078269958496,9.638586044311523,66.895798,6.2977872,13.4,15.3,.5,21.6,25.1,.89999998,4.5,6.1999998,.40000001
Georgia,10,2004,13,14.1,22.2,6,64.599998,74.699997,54.900002,35.240562,36.437519,45.91,13.1,48957,9.8885059,25.831535,9.9677553,3.3482411,43,.9784559,12.10000038146973,8769252,15.986762,154.9307997526348,5.0429788,26.29125531514484,24.9489860534668,39.10576883951819,9.653990745544434,64.764,6.7104244,13.1,15.1,.5,20.5,23.9,.89999998,5.0999999,6.8000002,.5
Georgia,10,2005,13,13.1,21.1,5.1,65,73.900002,56.299999,44.085281,24.37623,46,14.4,49915,10.323046,27.278975,9.9725275,3.3325942,41.6,.97416669,12.10000038146973,8925922,16.004471,158.3198755758031,5.0646176,26.23960653940836,24.66024398803711,39.43075497945154,9.669395446777344,63.720024,7.0972195,12.2,14,.5,19.5,22.799999,.80000001,4.3000002,5.9000001,.40000001
Georgia,10,2006,13,12.8,19.9,5.8,65.400002,75.300003,55.900002,37.739315,24.37623,46.1,12.6,49213,10.341103,26.648552,12.41254,3.281296,39.5,.99385333,12.10000038146973,9155813,16.0299,161.708951398972,5.0857983,26.18795776367188,24.37150192260742,39.75574111938477,9.684800148010254,63.153503,7.4276524,11.9,13.7,.5,18.299999,21.5,.80000001,4.9000001,6.5999999,.40000001
Georgia,10,2007,13,14.1,22.6,5.7,65.599998,74.5,57,43.153145,20.978594,46.40000000000001,13.6,48456,10.160847,27.100512,12.210346,3.3094614,38.8,.98786008,12.60000038146973,9349988,16.050886,161.148976228468,5.0823293,26.4803524017334,24.1647891998291,39.60042953491211,9.754428863525391,63.166714,7.684958,13.2,15.1,.5,20.9,24.200001,.89999998,4.9000001,6.5999999,.40000001
Georgia,10,2008,13,13.2,20.2,6.3,64.599998,73.599998,55.799999,48.595722,20.728231,46.7,15.5,46652,10.743524,27.738518,12.337359,3.3656878,39.5,.98915106,14,9504843,16.067312,164.21840899323,5.1011972,26.39580345153809,23.91886901855469,39.76023864746094,9.925089836120605,63.230442,8.0572853,12.3,14.1,.5,18.6,21.799999,.80000001,5.4000001,7.1999998,.5
Georgia,10,2009,13,15.6,24.3,7,60.799999,70.099998,51.700001,44.607941,20.14571,46.9,18.4,44306,13.367619,28.041039,12.249305,3.3454723,45.3,.98237473,10.5,9620846,16.079443,164.0182952880859,5.099978,26.47327995300293,24.29073333740234,39.26221084594727,9.973775863647461,63.237347,8.2986107,14.6,16.6,.5,22.6,26,.89999998,6,7.9000001,.5
Georgia,10,2010,13,15.3,24.1,6.6,59.599998,68,51.400002,39.732014,19.99526,46.8,18.7,44587,16.380146,27.652142,12.109348,3.3658071,36.4,.9656933,12.39999961853027,9713454,16.089022,164.6363983154297,5.1037393,26.00618934631348,24.0059928894043,39.72939682006836,10.25842189788818,62.159939,8.8175993,14.3,16.299999,.5,22.4,25.799999,.89999998,5.6999998,7.5,.5
Georgia,10,2011,13,15.6,24.4,7,59.900002,66.5,53.5,39.983662,18.963783,47.7,18.4,44876,18.140932,27.972809,12.083053,3.331646,42.1,.97050136,16.60000038146973,9812280,16.099146,166.9279937744141,5.1175628,25.81792640686035,23.92591285705566,39.77652740478516,10.47963428497314,62.373226,8.9642305,14.7,16.6,.5,22.6,26.1,.89999998,6,7.9000001,.5
Georgia,10,2012,13,15.7,24.2,7.3,59.5,68,51.400002,39.342026,18.963783,48.09,18.1,44855,19.287239,28.639984,12.265602,3.3730524,40.1,.96786278,14.39999961853027,9917639,16.109825,168.9093933105469,5.1293626,25.57963180541992,23.90949058532715,39.73709869384766,10.77377700805664,62.196987,9.1058969,14.7,16.700001,.5,22.5,25.9,.89999998,6.3000002,8.1999998,.5
Georgia,10,2013,13,16.4,25.7,7.1,57.900002,67.099998,49.099998,41.352333,18.87233,48.37,16.3,45202,19.498339,28.847397,12.173845,3.3399272,37.9,.96444803,13.10000038146973,9991562,16.117252,170.5758972167969,5.1391802,25.36371231079102,23.88066673278809,39.64480972290039,11.11081218719482,62.052803,9.0749884,15.4,17.299999,.5,23.9,27.4,.89999998,6.1999998,8,.5
Georgia,10,2014,13,17.3,26.5,8.199999999999999,58.200001,67.300003,49.400002,37.37513,18.87233,48.01000000000001,16.8,46253,17.98365,29.444292,12.132815,3.3491912,38.2,.96201867,14.19999980926514,10097132,16.127762,172.2684020996094,5.1490536,25.11838150024414,23.85845947265625,39.53482437133789,11.48833274841309,61.477531,9.1428404,16.299999,18.299999,.5,24.700001,28.299999,.89999998,7.1999998,9.1999998,.5
Georgia,10,2015,13,16.9,25.7,8.199999999999999,57.900002,66.400002,49.799999,41.930973,18.112846,48.0100005865097,18.1,47313,17.626585,30.189123,12.202193,3.3513434,36.1,.96407568,15.30000019073486,10214860,16.139355,173.9886016845703,5.1589899,24.89413833618164,23.81098365783691,39.39817047119141,11.89670753479004,61.444016,9.3047876,15.9,17.9,.5,24,27.5,.89999998,7.1999998,9.1999998,.5
Georgia,10,2016,13,18.1,28.3,8.1,59.400002,68.099998,51.299999,47.787724,18.112846,48.12999963760376,15.4,48367,16.812906,30.996803,12.287773,3.3319478,37.7,.9571076,13.4,10310371,16.148661,175.5991973876953,5.1682043,24.70636558532715,23.70122909545898,39.25201797485352,12.34038543701172,60.811275,9.3339024,17.1,19.200001,.5,26.5,30.200001,.89999998,7.0999999,9.1000004,.5
Hawaii,11,2000,15,13.3,19.8,,67.699997,73.099998,62.099998,64.039574,70.96328,42.7,8.9,46491,9.7271652,25.851164,7.5268278,4.2187886,12.4,1.0375046,12.19999980926514,1213519,14.009035,188.6358032226563,5.2398181,24.41254425048828,23.61067008972168,38.7208137512207,13.25597190856934,38.788868,6.9356365,9.8000002,17.700001,1.9,14,27.200001,3.2,,,
Hawaii,11,2001,15,14.2,16.9,,67.300003,70.300003,64.300003,82.49131,70.96328,43.23,11.4,45695,8.8350401,26.820374,8.1875963,3.8435693,10.3,1.0105342,10.39999961853027,1225948,14.019225,190.5550860453914,5.2499413,24.19745540618896,23.57644621531169,38.85853894551593,13.36755959192911,42.009903,7.0869036,10.6,18.700001,2,11.6,23.700001,2.9000001,,,
Hawaii,11,2002,15,10.8,14.5,,62.299999,66.800003,58.099998,76.371346,70.96328,43.37,11.3,46718,8.580904,28.128328,8.0901127,4.0338717,9.800000000000001,1.0079917,11.89999961853027,1239613,14.03031,192.4743688681265,5.259963,23.98236656188965,23.54222234090169,38.99626413981122,13.47914727528891,42.789505,7.2624168,7.6999998,14.7,1.7,9.6999998,20.9,2.7,,,
Hawaii,11,2003,15,15.4,20.5,,62.799999,67.5,58.299999,77.907631,55.936859,43.18,9.300000000000001,48626,8.0231533,28.436333,8.7486963,3.8521481,6.3,1.0134876,13.30000019073486,1251154,14.039577,194.3936516908611,5.2698851,23.76727771759033,23.5079984664917,39.13398933410645,13.59073495864868,39.479576,7.5304961,11.7,20,2,14.7,27.799999,3.2,,,
Hawaii,11,2004,15,13.6,18.7,,65.300003,69.699997,60.900002,76.839851,55.936859,43.77,8.4,50981,7.7411594,29.304119,8.6289577,3.9938786,20,1.0141335,14.90000009536743,1273569,14.057334,196.3129345135962,5.2797098,23.55218887329102,23.47377459208171,39.27171452840167,13.70232264200845,39.525333,7.8873167,10.1,17.799999,1.9,13.2,25.700001,3,,,
Hawaii,11,2005,15,11.2,15.8,,67.699997,73.5,61.400002,77.122169,56.076805,42.01,8.6,53039,7.236474,28.360977,7.6921611,4.1251702,7.199999999999999,1.0031018,16.5,1292729,14.072266,198.2322173363314,5.2894392,23.3371000289917,23.43955071767171,39.40943972269696,13.81391032536825,40.357544,8.2448702,8.1999998,15.1,1.7,10.9,22.200001,2.7,,,
Hawaii,11,2006,15,12.3,17.8,,65.300003,71.900002,58.599998,70.823975,56.076805,43.8,9.199999999999999,53754,6.7145085,29.746056,11.122304,3.9843376,11.6,1.0382583,17.89999961853027,1309731,14.085332,200.151500159066,5.2990746,23.12201118469238,23.40532684326172,39.54716491699219,13.92549800872803,41.443394,7.7726297,9.1000004,16.200001,1.8,12.6,24.4,2.9000001,,,
Hawaii,11,2007,15,14.8,22.7,,62.700001,70,55.700001,80.381599,56.77356,42.2,7.5,54110,6.8123965,29.07284,10.866783,3.7828763,6.4,1.05401,18.60000038146973,1315675,14.08986,198.755809113708,5.2920771,22.28839874267578,23.79184532165527,39.87100982666016,14.04874420166016,43.074657,7.9371943,11.3,19.1,1.9,16.700001,30.1,3.3,,,
Hawaii,11,2008,15,14.6,19.5,,62.599998,70,55.299999,84.461426,56.77356,42.8,9.9,53812,7.2474146,29.551065,10.928211,3.858285,9.9,1.0650935,17.60000038146973,1332213,14.102352,199.337969847598,5.2950015,22.37483787536621,23.74907493591309,39.49188995361328,14.38419818878174,42.587864,8.4352713,11.1,18.799999,1.9,14.1,26.4,3,,,
Hawaii,11,2009,15,21.4,33.3,,58.200001,63.900002,52.599998,84.039162,55.910461,42.5,12.5,51306,8.5095081,30.380007,10.715824,3.9234977,6.2,1.0812285,17.10000038146973,1346717,14.11318,199.3329925537109,5.2949767,22.59637069702148,24.07663917541504,39.22136688232422,14.10562515258789,44.596958,8.9178476,17.1,26.4,2.3,26.1,41.900002,3.9000001,,,
Hawaii,11,2010,15,21.9,30.6,12,60.200001,64.099998,56.200001,71.051537,55.910461,43.3,12.1,52059,10.129621,29.455709,11.122299,3.975508,8.4,1.0407645,17.89999961853027,1363980,14.125917,207.6394958496094,5.3358035,22.55024147033691,23.17202186584473,40.30043792724609,13.97729873657227,42.210335,8.8803272,17.6,27,2.3,23.799999,38.900002,3.7,7.5999999,18,2.5
Hawaii,11,2011,15,19.5,29,,59.400002,62.200001,56.5,76.637558,69.899399,43.01,12.1,52257,11.583288,29.990175,11.208894,3.9994116,8.1,1.0380038,21.5,1378227,14.136309,209.6578063964844,5.3454766,22.4369010925293,23.21399688720703,40.16281509399414,14.18628597259521,42.60014,9.1287527,15.5,24.200001,2.2,22.299999,36.900002,3.5999999,,,
Hawaii,11,2012,15,20.4,29.9,,58.900002,63.799999,53.799999,71.355774,69.899399,42.57,13.8,52755,12.696925,30.508402,10.817825,3.8957067,12,1.0639716,18.20000076293945,1392641,14.146712,212.1764068603516,5.3574181,22.23624610900879,23.46238708496094,39.84156799316406,14.45979785919189,41.862427,9.4281244,16.299999,25.1,2.2,23.299999,37.799999,3.5999999,,,
Hawaii,11,2013,15,18.8,27.3,,57.700001,65.300003,49.200001,78.284279,69.139839,44,11.1,52745,13.440832,31.682709,10.824227,3.986984,7.3,1.0625221,18.29999923706055,1408765,14.158224,214.2888946533203,5.3673253,22.15392303466797,23.73759078979492,39.29199981689453,14.81648635864258,42.604057,9.8548203,14.9,23.299999,2.0999999,21.1,34.799999,3.4000001,,,
Hawaii,11,2014,15,24.2,35.6,10.4,57.400002,64,50,67.347519,69.139839,43.25,10.8,52688,13.678087,31.97579,10.502895,4.0172939,3.4,1.0681498,19.70000076293945,1420257,14.166348,216.8433074951172,5.3791752,22.01393890380859,24.03597640991211,38.75259780883789,15.19748592376709,42.540966,10.035074,19.6,28.700001,2.3,28.5,44,3.8,6.5,16,2.3
Hawaii,11,2015,15,19.2,27.4,,58.099998,63,52.5,78.966881,68.923538,43.45999956130981,10.9,54277,13.194654,31.792173,10.457088,3.9705408,9.6,1.0809784,18.89999961853027,1431603,14.174305,218.9600982666016,5.3888893,21.91546821594238,24.29163360595703,38.17388916015625,15.61901092529297,45.182079,10.369984,15.4,23.700001,2.0999999,21.200001,34.700001,3.3,,,
Hawaii,11,2016,15,12.9,18.9,,57.599998,63.900002,51.200001,77.925697,68.923538,44.20000016689301,9.300000000000001,55273,12.371155,33.421181,11.194233,4.0723729,9.1,1.0552478,18.6,1428557,14.172175,220.1082000732422,5.3941193,21.8024959564209,23.75096702575684,38.34564208984375,16.10089492797852,43.165237,10.409525,9.6999998,16.700001,1.7,13.7,25.299999,2.8,,,
Idaho,12,2000,16,12.7,21.5,3.8,65.800003,73.199997,58.599998,17.746599,23.478371,40.39,12.5,36419,4.4781942,21.674934,8.8736687,3.5446556,60.9,1.0202862,13.75,1299430,14.077436,15.63741970062256,2.7496667,28.51958274841309,23.82327651977539,36.38037872314453,11.27676200866699,93.104591,7.894753,10.7,14.7,1,17.9,25.200001,1.9,2.5,5.6999998,.80000001
Idaho,12,2001,16,15.9,24,7.7,67,73.699997,60.700001,22.05304,24.79879,40.87,11.5,34897,4.5203576,22.556244,8.9690361,3.5374172,57.3,.99943787,12.80000019073486,1319962,14.093114,15.98488785571806,2.7716439,28.24778747558594,23.86295223236084,36.56679598490399,11.32246414820354,93.914658,8.204936,13.7,18,1.1,20.200001,27.700001,1.9,5.6999998,10.2,1.1
Idaho,12,2002,16,15.3,26.6,4,65.199997,72.199997,58.599998,16.444307,24.79879,43.4,11.3,35220,5.2222815,22.65596,8.6111965,3.5273755,57.59999999999999,1.0321,15.80000019073486,1340372,14.108458,16.33235601081356,2.7931483,27.97599220275879,23.90262794494629,36.75321324666339,11.36816628774007,93.597588,8.506711,13.2,17.5,1.1,22.6,30.5,2,2.5999999,5.9000001,.80000001
Idaho,12,2003,16,16.2,27.5,4.7,64.5,71.400002,57.799999,22.465389,24.79879,42.25,10.2,35600,5.9795508,24.168676,8.2607183,3.5242171,51,.99747241,15.5,1363380,14.125478,16.67982416590905,2.8141999,27.70419692993164,23.94230365753174,36.93963050842285,11.41386842727661,93.319206,8.2963476,14,18.299999,1.1,23.5,31.5,2,3.2,6.6999998,.89999998
Idaho,12,2004,16,17.3,27.7,6.8,65.199997,71.300003,59.299999,18.982925,24.79879,41.91,9.9,36817,6.5666666,23.924797,8.8339386,3.5308092,55.7,1.0049249,12.69999980926514,1391802,14.14611,17.02729232100455,2.8348174,27.43240165710449,23.98197937011719,37.12604777018231,11.45957056681316,93.550354,8.9253263,15,19.5,1.1,23.700001,31.700001,2,4.9000001,9,1
Idaho,12,2005,16,16,27,5,67.699997,74.699997,60.799999,33.299652,24.79879,42.25,9.9,38780,6.5423832,23.894562,9.1934118,3.5184197,58.9,.99865967,13.30000019073486,1428241,14.171954,17.37476047610005,2.8550186,27.16060638427734,24.02165508270264,37.31246503194171,11.50527270634969,93.166718,9.6356792,13.9,18.200001,1.1,23.200001,30.9,2,3.4000001,7,.89999998
Idaho,12,2006,16,15.5,25.1,5.8,66.800003,74.5,59.299999,23.157341,24.79879,42.1,9.5,39212,6.2033038,23.749598,11.172787,3.3356242,55.40000000000001,1.036671,14.80000019073486,1468669,14.199867,17.7222286311956,2.8748198,26.8888111114502,24.06133079528809,37.49888229370117,11.55097484588623,94.410095,9.8772221,13.4,17.5,1,21.4,28.799999,1.9,4.1999998,7.9000001,.89999998
Idaho,12,2007,16,14.8,25,4.6,66.099998,74,58.299999,31.649307,25.465294,43.6,9.9,39003,5.7848458,24.592758,10.882138,3.3561053,56.10000000000001,1.0115327,14.69999980926514,1505105,14.224373,17.6810671232716,2.8724945,27.25002861022949,23.7388916015625,37.3997917175293,11.61128807067871,94.316933,9.8794718,12.9,16.799999,1,21.4,28.700001,1.9,3.2,6.5,.80000001
Idaho,12,2008,16,16.4,26.4,6.4,62.700001,69.099998,56.400002,36.251724,25.465294,41.9,12.2,38912,6.5304503,24.404741,11.210014,3.3827469,54.3,1.0347041,13.10000038146973,1534320,14.243598,18.0515206945881,2.89323,27.16438865661621,23.65046119689941,37.45210647583008,11.7330436706543,95.324966,10.451196,14.3,18.5,1.1,22.6,30.1,1.9,4.6999998,8.5,.89999998
Idaho,12,2009,16,19.7,30.4,9,59.700001,65.699997,53.900002,27.6924,25.687454,42.1,13.7,36725,8.7647696,24.286791,10.677442,3.4869967,54.1,1.0269572,13,1554439,14.256625,18.03774070739746,2.8924663,27.23498344421387,24.0036506652832,37.01333236694336,11.7480354309082,94.829544,10.686498,17.5,22,1.2,26.4,34.299999,2,7,11.5,1.1
Idaho,12,2010,16,18.6,30.8,6.4,59.299999,65.300003,53.400002,19.722227,25.687454,43.3,14,36866,12.351033,24.657732,10.658118,3.4974947,52.3,1.0213184,13.19999980926514,1570986,14.267214,18.47458076477051,2.9163957,27.45695686340332,23.32792091369629,37.22872161865234,11.98640060424805,94.453339,11.266028,16.5,20.799999,1.1,26.799999,34.799999,2,4.6999998,8.5,.89999998
Idaho,12,2011,16,18.1,28,8.199999999999999,59.299999,65.5,53.200001,24.307648,22.53521,43.2,15.7,36490,14.432428,25.859621,11.047108,3.4748001,46.6,1.0247458,16.60000038146973,1584134,14.275548,18.75518035888672,2.9314699,27.34435844421387,23.29787254333496,37.12521362304688,12.23255443572998,95.056229,11.462695,16,20.299999,1.1,24.299999,31.799999,1.9,6.3000002,10.5,1
Idaho,12,2012,16,19.1,30,8.300000000000001,60.200001,68.400002,52.200001,27.133949,22.53521,43.02,14.4,36209,14.600231,26.028648,10.712853,3.3993852,55.2,1.0059416,14.10000038146973,1596097,14.283072,18.97076034545898,2.9428988,27.16023635864258,23.23506164550781,37.06001281738281,12.54468822479248,94.131332,11.526024,16.9,21.299999,1.1,26.1,33.900002,2,6.4000001,10.6,1
Idaho,12,2013,16,19.8,31.5,8.1,60,67.400002,53,24.532316,22.53521,43.76,12.9,37134,14.075419,26.427055,10.752567,3.5058327,54.2,1.0162463,14.89999961853027,1612785,14.293473,19.15904998779297,2.9527752,26.96903610229492,23.09652137756348,37.01675796508789,12.91768646240234,93.711266,11.795779,17.6,22.1,1.1,27.6,35.5,2,6.1999998,10.4,1
Idaho,12,2014,16,20.1,30.2,9.9,60.200001,66.800003,53.700001,25.25938,22.53521,45.41,12.4,37640,12.954503,25.46756,11.02447,3.4583838,53,1.0135845,14.80000019073486,1634806,14.307034,19.3538703918457,2.9628925,26.79322624206543,22.97188377380371,36.89286041259766,13.34203243255615,94.318626,12.105742,17.9,22.299999,1.1,26.4,34.099998,2,7.8000002,12.4,1.1
Idaho,12,2015,16,22,34.3,9.699999999999999,61.599998,68.099998,55.299999,25.637716,22.53521,45.24999856948853,12.3,38216,11.896062,25.94521,11.644178,3.4058185,50.9,1.0033004,14.10000038146973,1654930,14.319269,19.56057929992676,2.9735162,26.5780086517334,22.7977294921875,36.84093475341797,13.78332996368408,94.220543,12.079785,19.700001,24.4,1.2,30.299999,38.400002,2.0999999,7.5999999,12.1,1.1
Idaho,12,2016,16,21.1,32.5,9.699999999999999,61.400002,68,54.900002,24.305618,22.53521,45.0300008058548,11.1,38954,11.009363,27.515564,11.518234,3.4476645,57.8,1.0063144,16.1,1683140,14.336172,19.78970909118652,2.985162,26.37263679504395,22.67434120178223,36.68531036376953,14.2677116394043,91.814346,12.265409,18.9,23.4,1.1,28.6,36.5,2,7.5999999,12.1,1.1
Illinois,13,2000,17,8.9,14.7,3.3,68.300003,75.900002,61,54.389305,40.172371,45.39,10.7,51612,6.1159897,26.394135,10.209646,3.4839683,28.6,.98579955,18.5,12434161,16.335958,223.4344940185547,5.4091182,26.13233375549316,24.33771324157715,37.4517707824707,12.0781831741333,75.074692,12.296229,8.3000002,9.5,.30000001,13.6,15.8,.5,2.8,3.8,.30000001
Illinois,13,2001,17,10,16.4,3.8,66.599998,74.599998,59.099998,58.650158,40.312656,45.44,10.1,51582,6.608469,27.938362,11.34516,3.4244735,21.8,.97295696,17.29999923706055,12488445,16.340315,224.6719097260666,5.4146414,25.954514503479,24.257524172465,37.73250325520837,12.05545886357626,76.145355,13.019255,9.3999996,10.7,.30000001,15.2,17.5,.60000002,3.3,4.4000001,.30000001
Illinois,13,2002,17,10.3,16.8,3.9,64.199997,71.5,57.299999,55.388611,40.312656,45.37,12.8,51724,7.0762849,28.388584,10.94417,3.4167476,23.2,.97565734,17.79999923706055,12525556,16.343281,225.909325433578,5.4201336,25.77669525146484,24.17733510335287,38.01323572794593,12.0327345530192,76.333984,13.668555,9.6000004,10.9,.30000001,15.7,17.9,.60000002,3.4000001,4.4000001,.30000001
Illinois,13,2003,17,9.1,15.4,3.1,63.099998,69.400002,57,57.444962,67.742508,45.36,12.6,52233,7.5973921,28.307018,10.755614,3.4467742,21.8,.98038107,17.29999923706055,12556006,16.345709,227.1467411410899,5.4255962,25.59887599945068,24.09714603424072,38.29396820068359,12.01001024246216,75.668465,13.785034,8.5,9.6999998,.30000001,14.3,16.5,.60000002,2.5999999,3.5,.2
Illinois,13,2004,17,9.199999999999999,14.9,3.6,63.5,71,56.299999,60.50172,67.742508,45.59,12.2,53477,8.4957523,29.287144,10.957995,3.4135139,22.6,.9829433,17.5,12589773,16.348396,228.3841568486014,5.4310293,25.42105674743652,24.01695696512857,38.57470067342126,11.98728593190511,75.909309,14.050858,8.6000004,9.8000002,.30000001,13.9,16,.5,3.0999999,4.0999999,.30000001
Illinois,13,2005,17,9.699999999999999,15.8,3.8,64.199997,71.599998,57,61.702621,65.781044,46.08,11.5,54393,9.1854076,29.454485,10.705125,3.4387689,23,.98238587,16.79999923706055,12609903,16.349993,229.6215725561133,5.4364328,25.24323749542236,23.93676789601645,38.85543314615882,11.96456162134806,73.540535,14.530845,9.1000004,10.3,.30000001,14.7,16.9,.60000002,3.3,4.3000002,.30000001
Illinois,13,2006,17,8.9,14.5,3.5,65.699997,73.800003,57.799999,59.065788,65.781044,46.2,10.6,55718,9.6891594,29.058922,12.872732,3.3809092,24.5,.99765146,19.29999923706055,12643955,16.35269,230.858988263625,5.4418073,25.0654182434082,23.8565788269043,39.13616561889648,11.94183731079102,72.196213,14.725159,8.3000002,9.5,.30000001,13.4,15.5,.5,3,4,.30000001
Illinois,13,2007,17,9.699999999999999,15.7,3.9,66,73,59.200001,69.514679,67.564537,46.6,10,56137,9.8173685,29.730745,12.855707,3.3926952,22.5,1.0076247,19.5,12695866,16.356787,229.978854304081,5.4379873,25.08088684082031,23.84088516235352,39.06905746459961,12.00916957855225,71.904221,14.9608,9.1000004,10.4,.30000001,14.6,16.799999,.60000002,3.4000001,4.5,.30000001
Illinois,13,2008,17,10.8,17.6,4,64.699997,71.900002,57.700001,67.278976,67.877007,46.7,12.3,54870,10.194078,30.112896,13.243503,3.3711572,20.5,1.0030397,19.39999961853027,12747038,16.360809,230.805807094303,5.4415765,24.83027076721191,23.90133857727051,39.17684555053711,12.09154510498047,74.220589,15.206242,10.1,11.4,.30000001,16.5,18.799999,.60000002,3.5,4.5999999,.30000001
Illinois,13,2009,17,10.6,16.6,4.6,61.5,67.300003,56,63.700981,68.35585,46.9,13.2,53370,11.428041,30.786673,13.279943,3.3698421,24.3,1.0054151,17.70000076293945,12796778,16.364704,230.0146942138672,5.4381433,24.97543334960938,23.76697540283203,39.1258659362793,12.13172340393066,74.097466,15.253862,9.8999996,11.2,.30000001,15.5,17.799999,.60000002,4,5.1999998,.30000001
Illinois,13,2010,17,10.6,17.2,4.1,62.099998,68.400002,56,56.805267,68.35585,46.5,14.1,54123,12.815903,31.213518,12.754401,3.3944666,24.3,.98822838,17.79999923706055,12841249,16.368174,229.5677947998047,5.4361982,24.74201774597168,23.55841827392578,39.39547729492188,12.30408668518066,74.272438,15.863035,9.8999996,11.2,.30000001,16.1,18.4,.60000002,3.5,4.5999999,.30000001
Illinois,13,2011,17,10.9,17.8,4.1,61.799999,68.099998,55.700001,60.724937,68.576225,47.18,14.2,54949,13.947305,31.292347,12.994866,3.3780189,24.3,.98897415,23,12861882,16.369778,230.3751983642578,5.4397092,24.5155143737793,23.57135391235352,39.4631462097168,12.44998741149902,74.191292,16.145771,10.3,11.5,.30000001,16.6,19,.60000002,3.5999999,4.6999998,.30000001
Illinois,13,2012,17,11.5,18.6,4.6,61.900002,68,56.099998,58.909035,68.576225,47.16,12.6,55944,14.521853,31.81617,13.044884,3.3708096,26.6,.98733133,21.60000038146973,12875167,16.370811,230.9817962646484,5.4423389,24.27301979064941,23.59504127502441,39.48096084594727,12.65097999572754,74.561539,16.304104,10.9,12.2,.30000001,17.4,19.799999,.60000002,4,5.1999998,.30000001
Illinois,13,2013,17,11.8,18.4,5.2,61.200001,66.5,56,52.050087,67.65593,48.24,13.3,56193,15.82715,32.649029,13.061732,3.3678539,24.4,.98852146,21.79999923706055,12889580,16.371929,231.4264984130859,5.4442625,24.02150535583496,23.58652114868164,39.49668502807617,12.89528751373291,74.640602,16.444208,11.1,12.4,.30000001,17.299999,19.6,.60000002,4.5999999,5.8000002,.30000001
Illinois,13,2014,17,12.6,20.1,5.2,61.799999,67,56.799999,53.691017,67.65593,47.65,13.7,57048,15.644103,33.380871,13.024608,3.3444891,23.8,.98839015,20.20000076293945,12882189,16.371357,231.7902984619141,5.4458332,23.73941993713379,23.58073425292969,39.49842834472656,13.18141555786133,74.047157,16.712212,11.9,13.3,.40000001,18.799999,21.299999,.60000002,4.5999999,5.8000002,.30000001
Illinois,13,2015,17,12.2,19.4,5.2,62.200001,68.099998,56.5,58.169827,51.034615,48.17000031471252,10.9,57899,15.881075,33.374012,13.36716,3.3266811,23.8,.99065119,20.20000076293945,12859995,16.369633,231.8805999755859,5.4462228,23.48757362365723,23.54722213745117,39.46496963500977,13.50023555755615,73.946075,16.882845,11.5,12.9,.30000001,18.1,20.6,.60000002,4.5999999,5.8000002,.30000001
Illinois,13,2016,17,12.8,20.1,5.6,63.200001,69.400002,57.299999,62.822285,51.034615,48.10000061988831,12.1,58279,14.954397,34.222866,13.511938,3.2933538,22.6,.99164146,19.9,12801539,16.365076,231.4828948974609,5.4445062,23.27032852172852,23.52259826660156,39.32487106323242,13.88220405578613,73.373795,17.014587,12.1,13.5,.40000001,18.9,21.4,.60000002,4.9000001,6.1999998,.30000001
Indiana,14,2000,18,11.8,19.8,4.1,66.199997,75.199997,57.5,38.936001,50.82719,41.49,8.5,43286,4.9297538,19.650629,10.403683,3.2890916,44.4,.9874649,16.45000076293945,6091866,15.622465,169.5290985107422,5.1330247,25.89260482788086,23.77846527099609,37.94782638549805,12.38110160827637,88.618668,3.4622869,10.9,12.7,.5,18.1,21.5,.89999998,3.4000001,4.9000001,.40000001
Indiana,14,2001,18,12.4,20,4.9,65.800003,73.699997,58.299999,46.126671,49.955364,41.05,8.5,42211,5.6554275,20.423117,10.718565,3.1960089,38.7,.98253286,13.80000019073486,6127760,15.62834,170.6119737222339,5.1393919,25.74704996744794,23.66616090138754,38.20751063028968,12.3792765935262,89.26413,3.5920241,11.4,13.3,.5,18.4,21.700001,.89999998,4.0999999,5.6999998,.40000001
Indiana,14,2002,18,12.7,21,4.6,65.400002,72.400002,59,42.821175,49.930378,41.53,9.1,43065,6.6745648,20.625076,10.567968,3.2926068,40.8,.98765415,15.89999961853027,6155967,15.632933,171.6948489337256,5.1457186,25.60149510701496,23.55385653177896,38.46719487508142,12.37745157877604,88.822815,3.8659177,11.7,13.6,.5,19.299999,22.700001,.89999998,3.8,5.4000001,.40000001
